,代码,名称
2081,sh688160,步科股份
2082,sh688161,威高骨科
2083,sh688162,巨一科技
2084,sh688163,赛伦生物
2085,sh688165,埃夫特
2086,sh688166,博瑞医药
2087,sh688167,炬光科技
2088,sh688168,安博通
2089,sh688169,石头科技
2090,sh688170,德龙激光
2091,sh688171,纬德信息
2092,sh688172,燕东微
2093,sh688173,希荻微
2094,sh688175,高凌信息
2095,sh688176,亚虹医药
2096,sh688177,百奥泰
2097,sh688178,万德斯
2098,sh688179,阿拉丁
2099,sh688180,君实生物
2100,sh688181,八亿时空
2101,sh688182,灿勤科技
2102,sh688183,生益电子
2103,sh688184,帕瓦股份
2104,sh688185,康希诺
2105,sh688186,XD广大特
2106,sh688187,时代电气
2107,sh688188,柏楚电子
2108,sh688189,南新制药
2109,sh688190,云路股份
2110,sh688191,智洋创新
2111,sh688192,迪哲医药
2112,sh688193,仁度生物
2113,sh688195,腾景科技
2114,sh688196,卓越新能
2115,sh688197,首药控股
2116,sh688198,佰仁医疗
2117,sh688199,久日新材
2118,sh688200,华峰测控
2119,sh688201,信安世纪
2120,sh688202,美迪西
2121,sh688203,海正生材
2122,sh688205,德科立
2123,sh688206,概伦电子
2124,sh688207,格灵深瞳
2125,sh688208,道通科技
2126,sh688209,英集芯
2127,sh688210,统联精密
2128,sh688211,中科微至
2129,sh688212,澳华内镜
2130,sh688213,思特威
2131,sh688215,瑞晟智能
2132,sh688216,气派科技
2133,sh688217,睿昂基因
2134,sh688218,江苏北人
2135,sh688219,XD会通股
2136,sh688220,翱捷科技
2137,sh688221,前沿生物
2138,sh688222,成都先导
2139,sh688223,晶科能源
2140,sh688225,亚信安全
2141,sh688226,威腾电气
2142,sh688227,品高股份
2143,sh688228,开普云
2144,sh688229,博睿数据
2145,sh688230,芯导科技
2146,sh688231,隆达股份
2147,sh688232,新点软件
2148,sh688233,神工股份
2149,sh688234,天岳先进
2150,sh688235,百济神州
2151,sh688236,春立医疗
2152,sh688237,超卓航科
2153,sh688238,和元生物
2154,sh688239,航宇科技
2155,sh688244,永信至诚
2156,sh688246,嘉和美康
2157,sh688247,XD宣泰医
2158,sh688248,南网科技
2159,sh688249,晶合集成
2160,sh688251,井松智能
2161,sh688252,天德钰
2162,sh688253,英诺特
2163,sh688255,凯尔达
2164,sh688256,寒武纪
2165,sh688257,新锐股份
2166,sh688258,卓易信息
2167,sh688259,创耀科技
2168,sh688260,昀冢科技
2169,sh688261,东微半导
2170,sh688262,国芯科技
2171,sh688265,南模生物
2172,sh688266,泽璟制药
2173,sh688267,中触媒
2174,sh688268,华特气体
2175,sh688269,凯立新材
2176,sh688270,臻镭科技
2177,sh688271,联影医疗
2178,sh688272,富吉瑞
2179,sh688273,麦澜德
2180,sh688275,万润新能
2181,sh688276,百克生物
2182,sh688277,天智航
2183,sh688278,特宝生物
2184,sh688279,峰岹科技
2185,sh688280,精进电动
2186,sh688281,华秦科技
2187,sh688282,*ST导航
2188,sh688283,坤恒顺维
2189,sh688285,高铁电气
2190,sh688286,敏芯股份
2191,sh688287,观典防务
2192,sh688288,鸿泉物联
2193,sh688289,圣湘生物
2194,sh688290,景业智能
2195,sh688291,金橙子
2196,sh688292,浩瀚深度
2197,sh688293,奥浦迈
2198,sh688295,中复神鹰
2199,sh688296,和达科技
2200,sh688297,中无人机
2201,sh688298,东方生物
2202,sh688299,长阳科技
2203,sh688300,联瑞新材
2204,sh688301,奕瑞科技
2205,sh688302,海创药业
2206,sh688303,大全能源
2207,sh688305,科德数控
2208,sh688306,均普智能
2209,sh688307,中润光学
2210,sh688308,欧科亿
2211,sh688309,恒誉环保
2212,sh688310,迈得医疗
2213,sh688311,盟升电子
2214,sh688312,燕麦科技
2215,sh688313,仕佳光子
2216,sh688314,康拓医疗
2217,sh688315,诺禾致源
2218,sh688316,青云科技
2219,sh688317,之江生物
2220,sh688318,财富趋势
2221,sh688319,欧林生物
2222,sh688320,禾川科技
2223,sh688321,微芯生物
2224,sh688322,奥比中光
2225,sh688323,瑞华泰
2226,sh688325,赛微微电
2227,sh688326,经纬恒润
2228,sh688327,云从科技
2229,sh688328,深科达
2230,sh688329,艾隆科技
2231,sh688330,XD宏力达
2232,sh688331,荣昌生物
2233,sh688332,中科蓝讯
2234,sh688333,铂力特
2235,sh688334,西高院
2236,sh688335,复洁环保
2237,sh688336,三生国健
2238,sh688337,普源精电
2239,sh688338,赛科希德
2240,sh688339,亿华通
2241,sh688343,云天励飞
2242,sh688345,博力威
2243,sh688347,华虹公司
2244,sh688348,昱能科技
2245,sh688349,三一重能
2246,sh688350,富淼科技
2247,sh688351,微电生理
2248,sh688352,颀中科技
2249,sh688353,华盛锂电
2250,sh688355,明志科技
2251,sh688356,键凯科技
2252,sh688357,建龙微纳
2253,sh688358,祥生医疗
2254,sh688359,三孚新科
2255,sh688360,德马科技
2256,sh688361,中科飞测
2257,sh688362,甬矽电子
2258,sh688363,华熙生物
2259,sh688365,光云科技
2260,sh688366,昊海生科
2261,sh688367,工大高科
2262,sh688368,晶丰明源
2263,sh688369,致远互联
2264,sh688370,丛麟科技
2265,sh688371,菲沃泰
2266,sh688372,伟测科技
2267,sh688373,盟科药业
2268,sh688375,国博电子
2269,sh688376,美埃科技
2270,sh688377,迪威尔
2271,sh688378,奥来德
2272,sh688379,华光新材
2273,sh688380,中微半导
2274,sh688381,帝奥微
2275,sh688382,益方生物
2276,sh688383,新益昌
2277,sh688385,复旦微电
2278,sh688386,泛亚微透
2279,sh688387,信科移动
2280,sh688388,嘉元科技
2281,sh688389,普门科技
2282,sh688390,固德威
2283,sh688391,钜泉科技
2284,sh688392,骄成超声
2285,sh688393,安必平
2286,sh688395,正弦电气
2287,sh688396,华润微
2288,sh688398,赛特新材
2289,sh688399,硕世生物
2290,sh688400,凌云光
2291,sh688401,XD路维光
2292,sh688403,汇成股份
2293,sh688408,中信博
2294,sh688409,富创精密
2295,sh688410,山外山
2296,sh688416,恒烁股份
2297,sh688418,震有科技
2298,sh688419,耐科装备
2299,sh688420,美腾科技
2300,sh688425,铁建重工
2301,sh688426,康为世纪
2302,sh688428,诺诚健华
2303,sh688429,XD时创能
2304,sh688432,有研硅
2305,sh688433,华曙高科
2306,sh688435,英方软件
2307,sh688439,振华风光
2308,sh688443,智翔金泰
2309,sh688448,磁谷科技
2310,sh688450,光格科技
2311,sh688455,科捷智能
2312,sh688456,XD有研粉
2313,sh688458,美芯晟
2314,sh688459,哈铁科技
2315,sh688466,金科环境
2316,sh688468,科美诊断
2317,sh688469,芯联集成
2318,sh688472,阿特斯
2319,sh688475,萤石网络
2320,sh688478,晶升股份
2321,sh688479,友车科技
2322,sh688480,赛恩斯
2323,sh688484,南芯科技
2324,sh688485,九州一轨
2325,sh688486,龙迅股份
2326,sh688488,艾迪药业
2327,sh688489,XD三未信
2328,sh688496,清越科技
2329,sh688498,源杰科技
2330,sh688499,利元亨
2331,sh688500,慧辰股份
2332,sh688501,青达环保
2333,sh688502,茂莱光学
2334,sh688503,聚和材料
2335,sh688505,复旦张江
2336,sh688506,百利天恒
2337,sh688507,索辰科技
2338,sh688508,芯朋微
2339,sh688509,正元地信
2340,sh688510,航亚科技
2341,sh688511,天微电子
2342,sh688512,慧智微
2343,sh688513,苑东生物
2344,sh688515,裕太微
2345,sh688516,奥特维
2346,sh688517,金冠电气
2347,sh688518,联赢激光
2348,sh688519,南亚新材
2349,sh688520,神州细胞
2350,sh688521,芯原股份
2351,sh688522,纳睿雷达
2352,sh688523,航天环宇
2353,sh688525,佰维存储
2354,sh688526,科前生物
2355,sh688528,秦川物联
2356,sh688529,豪森智能
2357,sh688530,欧莱新材
2358,sh688531,日联科技
2359,sh688533,上声电子
2360,sh688535,华海诚科
2361,sh688536,思瑞浦
2362,sh688538,和辉光电
2363,sh688539,高华科技
2364,sh688543,国科军工
2365,sh688548,广钢气体
2366,sh688549,中巨芯
2367,sh688550,瑞联新材
2368,sh688551,科威尔
2369,sh688552,航天南湖
2370,sh688553,汇宇制药
2371,sh688556,高测股份
2372,sh688557,兰剑智能
2373,sh688558,国盛智科
2374,sh688559,海目星
2375,sh688560,明冠新材
2376,sh688561,奇安信
2377,sh688562,航天软件
2378,sh688563,航材股份
2379,sh688565,力源科技
2380,sh688566,吉贝尔
2381,sh688567,孚能科技
2382,sh688568,中科星图
2383,sh688569,铁科轨道
2384,sh688570,天玛智控
2385,sh688571,杭华股份
2386,sh688573,信宇人
2387,sh688575,亚辉龙
2388,sh688576,西山科技
2389,sh688577,浙海德曼
2390,sh688578,艾力斯
2391,sh688579,山大地纬
2392,sh688580,伟思医疗
2393,sh688581,安杰思
2394,sh688582,芯动联科
2395,sh688584,上海合晶
2396,sh688585,上纬新材
2397,sh688586,江航装备
2398,sh688588,凌志软件
2399,sh688589,力合微
2400,sh688590,新致软件
2401,sh688591,泰凌微
2402,sh688592,司南导航
2403,sh688593,新相微
2404,sh688595,芯海科技
2405,sh688596,正帆科技
2406,sh688597,煜邦电力
2407,sh688598,金博股份
2408,sh688599,天合光能
2409,sh688600,皖仪科技
2410,sh688601,力芯微
2411,sh688602,康鹏科技
2412,sh688603,天承科技
2413,sh688606,奥泰生物
2414,sh688607,康众医疗
2415,sh688608,恒玄科技
2416,sh688609,九联科技
2417,sh688610,埃科光电
2418,sh688611,杭州柯林
2419,sh688612,威迈斯
2420,sh688613,奥精医疗
2421,sh688616,西力科技
2422,sh688617,惠泰医疗
2423,sh688618,三旺通信
2424,sh688619,罗普特
2425,sh688620,安凯微
2426,sh688621,阳光诺和
2427,sh688622,禾信仪器
2428,sh688623,双元科技
2429,sh688625,呈和科技
2430,sh688626,XD翔宇医
2431,sh688627,精智达
2432,sh688628,优利德
2433,sh688629,华丰科技
2434,sh688630,芯碁微装
2435,sh688631,莱斯信息
2436,sh688633,星球石墨
2437,sh688636,智明达
2438,sh688638,誉辰智能
2439,sh688639,华恒生物
2440,sh688646,逸飞激光
2441,sh688648,中邮科技
2442,sh688651,盛邦安全
2443,sh688652,京仪装备
2444,sh688653,康希通信
2445,sh688655,迅捷兴
2446,sh688656,浩欧博
2447,sh688657,浩辰软件
2448,sh688658,悦康药业
2449,sh688659,元琛科技
2450,sh688660,电气风电
2451,sh688661,和林微纳
2452,sh688662,富信科技
2453,sh688663,新风光
2454,sh688665,四方光电
2455,sh688667,菱电电控
2456,sh688668,鼎通科技
2457,sh688669,聚石化学
2458,sh688670,金迪克
2459,sh688671,碧兴物联
2460,sh688676,金盘科技
2461,sh688677,海泰新光
2462,sh688678,福立旺
2463,sh688679,通源环境
2464,sh688680,海优新材
2465,sh688681,科汇股份
2466,sh688682,霍莱沃
2467,sh688683,莱尔科技
2468,sh688685,迈信林
2469,sh688686,奥普特
2470,sh688687,凯因科技
2471,sh688689,银河微电
2472,sh688690,纳微科技
2473,sh688691,灿芯股份
2474,sh688692,达梦数据
2475,sh688693,锴威特
2476,sh688695,中创股份
2477,sh688696,极米科技
2478,sh688697,纽威数控
2479,sh688698,伟创电气
2480,sh688699,明微电子
2481,sh688700,东威科技
2482,sh688701,卓锦股份
2483,sh688702,盛科通信
2484,sh688707,振华新材
2485,sh688709,成都华微
2486,sh688711,宏微科技
2487,sh688716,中研股份
2488,sh688717,艾罗能源
2489,sh688718,唯赛勃
2490,sh688719,爱科赛博
2491,sh688720,艾森股份
2492,sh688722,同益中
2493,sh688728,格科微
2494,sh688733,壹石通
2495,sh688737,中自科技
2496,sh688739,成大生物
2497,sh688766,普冉股份
2498,sh688767,博拓生物
2499,sh688768,容知日新
2500,sh688772,珠海冠宇
2501,sh688776,国光电气
2502,sh688777,中控技术
2503,sh688778,厦钨新能
2504,sh688779,长远锂科
2505,sh688786,悦安新材
2506,sh688787,海天瑞声
2507,sh688788,科思科技
2508,sh688789,宏华数科
2509,sh688793,倍轻松
2510,sh688798,艾为电子
2511,sh688799,华纳药厂
2512,sh688800,瑞可达
2513,sh688819,天能股份
2514,sh688981,中芯国际
2515,sz000001,平安银行
2516,sz000002,万 科Ａ
2517,sz000004,国华网安
2518,sz000006,深振业Ａ
2519,sz000007,*ST全新
2520,sz000008,神州高铁
2521,sz000009,中国宝安
2522,sz000010,美丽生态
2523,sz000011,深物业A
2524,sz000012,南 玻Ａ
2525,sz000014,沙河股份
2526,sz000016,深康佳Ａ
2527,sz000017,深中华A
2528,sz000019,深粮控股
2529,sz000020,深华发Ａ
2530,sz000021,深科技
2531,sz000023,*ST深天
2532,sz000025,特 力Ａ
2533,sz000026,飞亚达
2534,sz000027,深圳能源
2535,sz000028,国药一致
2536,sz000029,深深房Ａ
2537,sz000030,富奥股份
2538,sz000031,大悦城
2539,sz000032,深桑达Ａ
2540,sz000034,神州数码
2541,sz000035,中国天楹
2542,sz000036,华联控股
2543,sz000037,深南电A
2544,sz000039,中集集团
2545,sz000040,东旭蓝天
2546,sz000042,中洲控股
2547,sz000045,深纺织Ａ
2548,sz000048,京基智农
2549,sz000049,德赛电池
2550,sz000050,深天马Ａ
2551,sz000055,方大集团
2552,sz000056,皇庭国际
2553,sz000058,深 赛 格
2554,sz000059,华锦股份
2555,sz000060,中金岭南
2556,sz000061,农 产 品
2557,sz000062,深圳华强
2558,sz000063,中兴通讯
2559,sz000065,北方国际
2560,sz000066,中国长城
2561,sz000068,华控赛格
2562,sz000069,华侨城Ａ
2563,sz000070,ST特信
2564,sz000078,海王生物
2565,sz000088,盐 田 港
2566,sz000089,深圳机场
2567,sz000090,天健集团
2568,sz000096,广聚能源
2569,sz000099,中信海直
2570,sz000100,TCL科技
2571,sz000151,中成股份
2572,sz000153,丰原药业
2573,sz000155,川能动力
2574,sz000156,华数传媒
2575,sz000157,中联重科
2576,sz000158,常山北明
2577,sz000159,国际实业
2578,sz000166,申万宏源
2579,sz000301,东方盛虹
2580,sz000333,美的集团
2581,sz000338,潍柴动力
2582,sz000400,许继电气
2583,sz000401,冀东水泥
2584,sz000402,金 融 街
2585,sz000403,派林生物
2586,sz000404,长虹华意
2587,sz000407,胜利股份
2588,sz000408,藏格矿业
2589,sz000409,云鼎科技
2590,sz000410,沈阳机床
2591,sz000411,英特集团
2592,sz000413,东旭光电
2593,sz000415,渤海租赁
2594,sz000417,合肥百货
2595,sz000419,通程控股
2596,sz000420,吉林化纤
2597,sz000421,南京公用
2598,sz000422,湖北宜化
2599,sz000423,东阿阿胶
2600,sz000425,徐工机械
2601,sz000426,兴业银锡
2602,sz000428,华天酒店
2603,sz000429,粤高速Ａ
2604,sz000430,张家界
2605,sz000488,晨鸣纸业
2606,sz000498,山东路桥
2607,sz000501,武商集团
2608,sz000503,国新健康
2609,sz000504,南华生物
2610,sz000505,京粮控股
2611,sz000506,*ST中润
2612,sz000507,珠海港
2613,sz000509,华塑控股
2614,sz000510,新金路
2615,sz000513,丽珠集团
2616,sz000514,渝 开 发
2617,sz000516,国际医学
2618,sz000517,荣安地产
2619,sz000518,四环生物
2620,sz000519,中兵红箭
2621,sz000520,凤凰航运
2622,sz000521,长虹美菱
2623,sz000523,红棉股份
2624,sz000524,岭南控股
2625,sz000525,ST红太阳
2626,sz000526,学大教育
2627,sz000528,柳 工
2628,sz000529,广弘控股
2629,sz000530,冰山冷热
2630,sz000531,穗恒运Ａ
2631,sz000532,华金资本
2632,sz000533,顺钠股份
2633,sz000534,万泽股份
2634,sz000536,华映科技
2635,sz000537,中绿电
2636,sz000538,云南白药
2637,sz000539,粤电力Ａ
2638,sz000541,佛山照明
2639,sz000543,皖能电力
2640,sz000544,中原环保
2641,sz000545,金浦钛业
2642,sz000546,金圆股份
2643,sz000547,航天发展
2644,sz000548,湖南投资
2645,sz000550,江铃汽车
2646,sz000551,创元科技
2647,sz000552,甘肃能化
2648,sz000553,安道麦A
2649,sz000554,泰山石油
2650,sz000555,神州信息
2651,sz000557,西部创业
2652,sz000558,莱茵体育
2653,sz000559,万向钱潮
2654,sz000560,我爱我家
2655,sz000561,烽火电子
2656,sz000563,陕国投Ａ
2657,sz000564,供销大集
2658,sz000565,渝三峡Ａ
2659,sz000566,海南海药
2660,sz000567,海德股份
2661,sz000568,泸州老窖
2662,sz000570,苏常柴Ａ
2663,sz000571,新大洲A
2664,sz000572,海马汽车
2665,sz000573,粤宏远Ａ
2666,sz000576,甘化科工
2667,sz000581,威孚高科
2668,sz000582,北部湾港
2669,sz000584,*ST工智
2670,sz000586,汇源通信
2671,sz000589,贵州轮胎
2672,sz000590,启迪药业
2673,sz000591,太阳能
2674,sz000592,平潭发展
2675,sz000593,德龙汇能
2676,sz000595,宝塔实业
2677,sz000596,古井贡酒
2678,sz000597,东北制药
2679,sz000598,兴蓉环境
2680,sz000599,青岛双星
2681,sz000600,建投能源
2682,sz000601,韶能股份
2683,sz000603,盛达资源
2684,sz000605,渤海股份
2685,sz000607,华媒控股
2686,sz000608,阳光股份
2687,sz000609,*ST中迪
2688,sz000610,西安旅游
2689,sz000612,焦作万方
2690,sz000615,ST美谷
2691,sz000617,中油资本
2692,sz000619,海螺新材
2693,sz000620,新华联
2694,sz000622,*ST恒立
2695,sz000623,吉林敖东
2696,sz000625,长安汽车
2697,sz000626,远大控股
2698,sz000627,天茂集团
2699,sz000628,高新发展
2700,sz000629,钒钛股份
2701,sz000630,铜陵有色
2702,sz000631,顺发恒业
2703,sz000632,三木集团
2704,sz000633,合金投资
2705,sz000635,英 力 特
2706,sz000636,风华高科
2707,sz000637,茂化实华
2708,sz000638,万方发展
2709,sz000639,西王食品
2710,sz000650,仁和药业
2711,sz000651,格力电器
2712,sz000652,泰达股份
2713,sz000655,金岭矿业
2714,sz000656,*ST金科
2715,sz000657,中钨高新
2716,sz000659,珠海中富
2717,sz000661,长春高新
2718,sz000663,永安林业
2719,sz000665,湖北广电
2720,sz000668,荣丰控股
2721,sz000669,ST金鸿
2722,sz000670,盈方微
2723,sz000672,上峰水泥
2724,sz000676,智度股份
2725,sz000677,恒天海龙
2726,sz000678,襄阳轴承
2727,sz000679,大连友谊
2728,sz000680,山推股份
2729,sz000681,视觉中国
2730,sz000682,东方电子
2731,sz000683,远兴能源
2732,sz000685,中山公用
2733,sz000686,东北证券
2734,sz000688,国城矿业
2735,sz000690,宝新能源
2736,sz000691,亚太实业
2737,sz000692,惠天热电
2738,sz000695,滨海能源
2739,sz000697,炼石航空
2740,sz000698,沈阳化工
2741,sz000700,模塑科技
2742,sz000701,厦门信达
2743,sz000702,正虹科技
2744,sz000703,恒逸石化
2745,sz000705,浙江震元
2746,sz000707,双环科技
2747,sz000708,中信特钢
2748,sz000709,河钢股份
2749,sz000710,贝瑞基因
2750,sz000711,*ST京蓝
2751,sz000712,锦龙股份
2752,sz000713,丰乐种业
2753,sz000715,中兴商业
2754,sz000716,黑芝麻
2755,sz000717,中南股份
2756,sz000718,苏宁环球
2757,sz000719,中原传媒
2758,sz000720,新能泰山
2759,sz000721,西安饮食
2760,sz000722,湖南发展
2761,sz000723,美锦能源
2762,sz000725,京东方Ａ
2763,sz000726,鲁 泰Ａ
2764,sz000727,冠捷科技
2765,sz000728,国元证券
2766,sz000729,燕京啤酒
2767,sz000731,四川美丰
2768,sz000733,振华科技
2769,sz000735,罗 牛 山
2770,sz000736,中交地产
2771,sz000737,北方铜业
2772,sz000738,航发控制
2773,sz000739,普洛药业
2774,sz000750,国海证券
2775,sz000751,锌业股份
2776,sz000752,*ST西发
2777,sz000753,漳州发展
2778,sz000755,山西高速
2779,sz000756,新华制药
2780,sz000757,浩物股份
2781,sz000758,中色股份
2782,sz000759,中百集团
2783,sz000761,本钢板材
2784,sz000762,西藏矿业
2785,sz000766,通化金马
2786,sz000767,晋控电力
2787,sz000768,中航西飞
2788,sz000776,广发证券
2789,sz000777,中核科技
2790,sz000778,新兴铸管
2791,sz000779,甘咨询
2792,sz000782,恒申新材
2793,sz000783,长江证券
2794,sz000785,居然之家
2795,sz000786,北新建材
2796,sz000788,北大医药
2797,sz000789,万年青
2798,sz000790,华神科技
2799,sz000791,甘肃能源
2800,sz000792,盐湖股份
2801,sz000793,华闻集团
2802,sz000795,英洛华
2803,sz000796,ST凯撒
2804,sz000797,中国武夷
2805,sz000798,中水渔业
2806,sz000799,酒鬼酒
2807,sz000800,一汽解放
2808,sz000801,四川九洲
2809,sz000802,北京文化
2810,sz000803,山高环能
2811,sz000807,云铝股份
2812,sz000809,*ST和展
2813,sz000810,创维数字
2814,sz000811,冰轮环境
2815,sz000812,陕西金叶
2816,sz000813,德展健康
2817,sz000815,美利云
2818,sz000816,智慧农业
2819,sz000818,航锦科技
2820,sz000819,岳阳兴长
2821,sz000820,神雾节能
2822,sz000821,京山轻机
2823,sz000822,山东海化
2824,sz000823,超声电子
2825,sz000825,太钢不锈
2826,sz000826,启迪环境
2827,sz000828,东莞控股
2828,sz000829,天音控股
2829,sz000830,鲁西化工
2830,sz000831,中国稀土
2831,sz000833,粤桂股份
2832,sz000836,ST富通
2833,sz000837,秦川机床
2834,sz000838,财信发展
2835,sz000839,中信国安
2836,sz000848,承德露露
2837,sz000850,华茂股份
2838,sz000851,ST高鸿
2839,sz000852,石化机械
2840,sz000856,冀东装备
2841,sz000858,五 粮 液
2842,sz000859,国风新材
2843,sz000860,顺鑫农业
2844,sz000861,海印股份
2845,sz000862,银星能源
2846,sz000863,三湘印象
2847,sz000868,安凯客车
2848,sz000869,张 裕Ａ
2849,sz000875,吉电股份
2850,sz000876,新 希 望
2851,sz000877,天山股份
2852,sz000878,云南铜业
2853,sz000880,潍柴重机
2854,sz000881,中广核技
2855,sz000882,华联股份
2856,sz000883,湖北能源
2857,sz000885,城发环境
2858,sz000886,海南高速
2859,sz000887,中鼎股份
2860,sz000888,峨眉山Ａ
2861,sz000889,ST中嘉
2862,sz000890,法尔胜
2863,sz000892,欢瑞世纪
2864,sz000893,亚钾国际
2865,sz000895,双汇发展
2866,sz000897,津滨发展
2867,sz000898,鞍钢股份
2868,sz000899,赣能股份
2869,sz000900,现代投资
2870,sz000901,航天科技
2871,sz000902,新洋丰
2872,sz000903,云内动力
2873,sz000905,厦门港务
2874,sz000906,浙商中拓
2875,sz000908,*ST景峰
2876,sz000909,ST数源
2877,sz000910,大亚圣象
2878,sz000911,广农糖业
2879,sz000912,泸天化
2880,sz000913,钱江摩托
2881,sz000915,华特达因
2882,sz000917,电广传媒
2883,sz000919,金陵药业
2884,sz000920,沃顿科技
2885,sz000921,海信家电
2886,sz000922,佳电股份
2887,sz000923,河钢资源
2888,sz000925,众合科技
2889,sz000926,福星股份
2890,sz000927,中国铁物
2891,sz000928,中钢国际
2892,sz000929,兰州黄河
2893,sz000930,中粮科技
2894,sz000931,中 关 村
2895,sz000932,华菱钢铁
2896,sz000933,神火股份
2897,sz000935,四川双马
2898,sz000936,华西股份
2899,sz000937,冀中能源
2900,sz000938,紫光股份
2901,sz000948,南天信息
2902,sz000949,新乡化纤
2903,sz000950,重药控股
2904,sz000951,中国重汽
2905,sz000952,广济药业
2906,sz000953,河化股份
2907,sz000955,欣龙控股
2908,sz000957,中通客车
2909,sz000958,电投产融
2910,sz000959,首钢股份
2911,sz000960,锡业股份
2912,sz000961,ST中南
2913,sz000962,东方钽业
2914,sz000963,华东医药
2915,sz000965,天保基建
2916,sz000966,长源电力
2917,sz000967,盈峰环境
2918,sz000968,蓝焰控股
2919,sz000969,安泰科技
2920,sz000970,中科三环
2921,sz000971,*ST高升
2922,sz000972,中基健康
2923,sz000973,佛塑科技
2924,sz000975,银泰黄金
2925,sz000976,ST华铁
2926,sz000977,浪潮信息
2927,sz000978,桂林旅游
2928,sz000980,众泰汽车
2929,sz000981,山子高科
2930,sz000982,中银绒业
2931,sz000983,山西焦煤
2932,sz000985,大庆华科
2933,sz000987,越秀资本
2934,sz000988,华工科技
2935,sz000989,ST九芝
2936,sz000990,诚志股份
2937,sz000993,闽东电力
2938,sz000995,皇台酒业
2939,sz000997,新 大 陆
2940,sz000998,隆平高科
2941,sz000999,华润三九
2942,sz001201,东瑞股份
2943,sz001202,炬申股份
2944,sz001203,大中矿业
2945,sz001205,盛航股份
2946,sz001206,依依股份
2947,sz001207,联科科技
2948,sz001208,华菱线缆
2949,sz001209,洪兴股份
2950,sz001210,金房能源
2951,sz001211,双枪科技
2952,sz001212,中旗新材
2953,sz001213,中铁特货
2954,sz001215,千味央厨
2955,sz001216,华瓷股份
2956,sz001217,华尔泰
2957,sz001218,丽臣实业
2958,sz001219,青岛食品
2959,sz001222,源飞宠物
2960,sz001223,欧克科技
2961,sz001225,和泰机电
2962,sz001226,拓山重工
2963,sz001227,兰州银行
2964,sz001228,永泰运
2965,sz001229,魅视科技
2966,sz001230,劲旅环境
2967,sz001231,农心科技
2968,sz001234,泰慕士
2969,sz001236,弘业期货
2970,sz001238,浙江正特
2971,sz001239,永达股份
2972,sz001255,博菲电气
2973,sz001256,炜冈科技
2974,sz001258,立新能源
2975,sz001259,利仁科技
2976,sz001260,坤泰股份
2977,sz001266,宏英智能
2978,sz001267,汇绿生态
2979,sz001268,联合精密
2980,sz001269,欧晶科技
2981,sz001270,铖昌科技
2982,sz001278,一彬科技
2983,sz001282,三联锻造
2984,sz001283,豪鹏科技
2985,sz001286,陕西能源
2986,sz001287,中电港
2987,sz001288,运机集团
2988,sz001289,龙源电力
2989,sz001296,长江材料
2990,sz001298,好上好
2991,sz001299,美能能源
2992,sz001300,三柏硕
2993,sz001301,尚太科技
2994,sz001306,夏厦精密
2995,sz001308,康冠科技
2996,sz001309,德明利
2997,sz001311,多利科技
2998,sz001313,粤海饲料
2999,sz001314,亿道信息
3000,sz001316,润贝航科
3001,sz001317,三羊马
3002,sz001318,阳光乳业
3003,sz001319,铭科精技
3004,sz001322,箭牌家居
3005,sz001323,慕思股份
3006,sz001324,长青科技
3007,sz001326,联域股份
3008,sz001328,登康口腔
3009,sz001330,博纳影业
3010,sz001331,胜通能源
3011,sz001332,锡装股份
3012,sz001333,光华股份
3013,sz001336,楚环科技
3014,sz001337,四川黄金
3015,sz001338,永顺泰
3016,sz001339,智微智能
3017,sz001358,兴欣新材
3018,sz001359,平安电工
3019,sz001360,南矿集团
3020,sz001366,播恩集团
3021,sz001367,海森药业
3022,sz001368,通达创智
3023,sz001373,翔腾新材
3024,sz001376,百通能源
3025,sz001378,德冠新材
3026,sz001379,腾达科技
3027,sz001380,华纬科技
3028,sz001387,雪祺电气
3029,sz001389,广合科技
3030,sz001696,宗申动力
3031,sz001872,招商港口
3032,sz001896,豫能控股
3033,sz001914,招商积余
3034,sz001965,招商公路
3035,sz001979,招商蛇口
3036,sz002001,新 和 成
3037,sz002003,伟星股份
3038,sz002004,华邦健康
3039,sz002005,ST德豪
3040,sz002006,精工科技
3041,sz002007,华兰生物
3042,sz002008,大族激光
3043,sz002009,天奇股份
3044,sz002010,传化智联
3045,sz002011,盾安环境
3046,sz002012,凯恩股份
3047,sz002014,永新股份
3048,sz002015,协鑫能科
3049,sz002016,世荣兆业
3050,sz002017,东信和平
3051,sz002019,亿帆医药
3052,sz002020,京新药业
3053,sz002021,中捷资源
3054,sz002022,科华生物
3055,sz002023,海特高新
3056,sz002024,ST易购
3057,sz002025,航天电器
3058,sz002026,山东威达
3059,sz002027,分众传媒
3060,sz002028,思源电气
3061,sz002029,七 匹 狼
3062,sz002030,达安基因
3063,sz002031,巨轮智能
3064,sz002032,苏 泊 尔
3065,sz002033,丽江股份
3066,sz002034,旺能环境
3067,sz002035,华帝股份
3068,sz002036,联创电子
3069,sz002037,保利联合
3070,sz002038,双鹭药业
3071,sz002039,黔源电力
3072,sz002040,南 京 港
3073,sz002041,登海种业
3074,sz002042,华孚时尚
3075,sz002043,兔 宝 宝
3076,sz002044,美年健康
3077,sz002045,国光电器
3078,sz002046,国机精工
3079,sz002047,宝鹰股份
3080,sz002048,宁波华翔
3081,sz002049,紫光国微
3082,sz002050,三花智控
