,name,cname,symbol,category
9328,Versar Inc,Versar Inc,VSR,
9329,Virtus Seix Senior Loan ETF,Virtus Seix Senior Loan ETF,SEIX,
9330,"BIOLASE, Inc.","BIOLASE, Inc.",BIOL,
9331,"Farmmi, Inc.",农米良品,FAMI,
9332,Franklin FTSE Germany ETF,Franklin FTSE Germany ETF,FLGR,
9333,Franklin FTSE Europe Hedged ETF,Franklin FTSE Europe Hedged ETF,FLEH,
9334,Sandridge Mississippian Trust I,Sandridge Mississippian Trust I,SDT,
9335,"Fusion Connect, Inc.","Fusion Connect, Inc.",FSNN,
9336,Impact Shares NAACP Minority Empowerment ETF,Impact Shares NAACP Minority Empowerment ETF,NACP,
9337,"KWESST Micro Systems, Inc.","KWESST Micro Systems, Inc.",KWE,
9338,ETRACS CMCI Silver Total Return ETN,ETRACS CMCI Silver Total Return ETN,USV,股权
9339,"CEA Industries, Inc.","CEA Industries, Inc.",CEAD,
9340,"Hoth Therapeutics, Inc.","Hoth Therapeutics, Inc.",HOTH,
9341,"Bright Minds Biosciences, Inc.","Bright Minds Biosciences, Inc.",DRUG,
9342,Invesco BulletShares 2027 Municipal Bond ETF,Invesco BulletShares 2027 Municipal Bond ETF,BSMR,
9343,Rentech Inc,Rentech Inc,RTK,化学制品
9344,"LQR House, Inc.","LQR House, Inc.",LQR,
9345,First Trust Nasdaq Food & Beverage ETF,First Trust Nasdaq Food & Beverage ETF,FTXG,
9346,"Banzai International, Inc.","Banzai International, Inc.",BNZI,
9347,Invesco BulletShares 2028 Municipal Bond ETF,Invesco BulletShares 2028 Municipal Bond ETF,BSMS,
9348,"Intellipharmaceutics International, Inc.","Intellipharmaceutics International, Inc.",IPCI,制药
9349,ETRACS 2xMonthly Leveraged S&P MLP Index ETN,ETRACS 2xMonthly Leveraged S&P MLP Index ETN,MLPZ,
9350,JE Cleantech Holdings Ltd.,JE Cleantech Holdings Ltd.,JCSE,
9351,"Cytori Therapeutics, Inc.",赛托瑞医疗,CYTX,制药
9352,Akanda Corp.,Akanda Corp.,AKAN,
9353,"ReShape Lifesciences, Inc.","ReShape Lifesciences, Inc.",RSLS,
9354,"AYRO, Inc.","AYRO, Inc.",AYRO,
9355,ProShares UltraShort SmallCap600,ProShares UltraShort SmallCap600,SDD,股权
9356,ProShares UltraPro Short MidCap400,ProShares UltraPro Short MidCap400,SMDD,股权
9357,"WaveDancer, Inc.","WaveDancer, Inc.",WAVD,
9358,"Protagenic Therapeutics, Inc.","Protagenic Therapeutics, Inc.",PTIX,电信
9359,Causeway ETMF Trust Causeway International Value NextShares,Causeway ETMF Trust Causeway International Value NextShares,CIVEC,
9360,Invesco BulletShares 2029 Municipal Bond ETF,Invesco BulletShares 2029 Municipal Bond ETF,BSMT,
9361,"Genprex, Inc.","Genprex, Inc.",GNPX,
9362,"Endologix, Inc.",恩多勒吉克斯,ELGX,
9363,"Legacy Reserves, Inc.",Legacy Reserves石油勘测,LGCY,油气
9364,"Actelis Networks, Inc.","Actelis Networks, Inc.",ASNS,
9365,"Charge Enterprises, Inc.","Charge Enterprises, Inc.",CRGE,
9366,"Signing Day Sports, Inc.","Signing Day Sports, Inc.",SGN,
9367,First Trust Dow Jones International Internet ETF,First Trust Dow Jones International Internet ETF,FDNI,
9368,"Bio-Path Holdings, Inc.","Bio-Path Holdings, Inc.",BPTH,生物技术和制药
9369,ProShares UltraPro MidCap400,ProShares UltraPro MidCap400,UMDD,股权
9370,MediGus Ltd.,MediGus Ltd.,MDGS,
9371,EZGO Technologies Ltd.,易电行,EZGO,
9372,"Fred's, Inc.",弗雷德,FRED,
9373,"SOBR Safe, Inc.","SOBR Safe, Inc.",SOBR,
9374,"Theriva Biologics, Inc.","Theriva Biologics, Inc.",TOVX,
9375,E-TRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN,E-TRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN,LMLP,股权
9376,WisdomTree U.S. Efficient Core Fund,WisdomTree U.S. Efficient Core Fund,NTSX,
9377,"Artelo Biosciences, Inc.","Artelo Biosciences, Inc.",ARTL,
9378,Proshares Decline of The Retail Store ETF,Proshares Decline of The Retail Store ETF,EMTY,
9379,Nuvve Holding Corp.,Nuvve Holding Corp.,NVVE,
9380,"Hemispherx Biopharma, Inc.","Hemispherx Biopharma, Inc.",HEB,制药
9381,"ZyVersa Therapeutics, Inc.","ZyVersa Therapeutics, Inc.",ZVSA,
9382,EQONEX Ltd.,EQONEX Ltd.,EQOS,
9383,"Treasure Global, Inc.","Treasure Global, Inc.",TGL,
9384,"Ever-Glory International Group, Inc.",江苏华瑞服装有限公司,EVK,服饰
9385,Adara Acquisition Corp.,Adara Acquisition Corp.,ADRA,股权
9386,Infobird Co. Ltd.,讯鸟软件,IFBD,
9387,"Palisade Bio, Inc.","Palisade Bio, Inc.",PALI,
9388,"Micron Solutions, Inc.","Micron Solutions, Inc.",MICR,
9389,Tortoise Water Fund,Tortoise Water Fund,TBLU,
9390,SmartETFs Smart Transportation & Technology ETF,SmartETFs Smart Transportation & Technology ETF,MOTO,
9391,ETRACS NYSE Pickens Core Midstream Index ETN,ETRACS NYSE Pickens Core Midstream Index ETN,PYPE,
9392,InfraCap Small Cap Income ETF,InfraCap Small Cap Income ETF,SCAP,
9393,"Azitra, Inc.","Azitra, Inc.",AZTR,
9394,"Cingulate, Inc.","Cingulate, Inc.",CING,
9395,ProShares UltraShort Technology,ProShares UltraShort Technology,REW,股权
9396,"Eightco Holdings, Inc.","Eightco Holdings, Inc.",OCTO,
9397,iPath Series B Bloomberg Platinum Subindex Total Return ETN,iPath Series B Bloomberg Platinum Subindex Total Return ETN,PGM,环球
9398,Tortoise Cloud Infrastructure Fund,Tortoise Cloud Infrastructure Fund,TCLD,
9399,OMNIQ Corp.,OMNIQ Corp.,OMQS,
9400,Virax Biolabs Group Ltd.,Virax Biolabs Group Ltd.,VRAX,
9401,"Arcimoto, Inc.","Arcimoto, Inc.",FUV,
9402,"Grom Social Enterprises, Inc.","Grom Social Enterprises, Inc.",GROM,
9403,Global X MSCI SuperDividend EAFE ETF,Global X MSCI SuperDividend EAFE ETF,EFAS,
9404,"Lixiang Education Holding Co., Ltd.",丽翔教育,LXEH,
9405,"Regional Health Properties, Inc.","Regional Health Properties, Inc.",RHE,
9406,Janus Henderson SG Global Quality Income ETF,Janus Henderson SG Global Quality Income ETF,SGQI,
9407,Leuthold Core ETF,Leuthold Core ETF,LCR,
9408,"Toughbuilt Industries, Inc.","Toughbuilt Industries, Inc.",TBLTU,
9409,"Chanticleer Holdings, Inc.","Chanticleer Holdings, Inc.",BURG,
9410,Mad Catz Interactive Inc,Mad Catz Interactive Inc,MCZ,计算机硬件
9411,"Pear Therapeutics, Inc.","Pear Therapeutics, Inc.",PEAR,
9412,"N2OFF, Inc.","N2OFF, Inc.",SVFD,
9413,Pacer Developed Markets International Cash Cows 100 ETF,Pacer Developed Markets International Cash Cows 100 ETF,ICOW,
9414,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt,TLDH,
9415,Radio One,第一电台,ROIA,媒体
9416,Deutsche X-Trackers MSCI Southern Europe Hedged Equity ETF,Deutsche X-Trackers MSCI Southern Europe Hedged Equity ETF,EURZ,资产配置
9417,CytRx Corp.,赛特科科技,CYTR,生物技术和制药
9418,First Trust Multi-Strategy Alternative ETF,First Trust Multi-Strategy Alternative ETF,LALT,
9419,Medley LLC,Medley LLC,MDLX,
9420,"Catheter Precision, Inc.","Catheter Precision, Inc.",VTAK,
9421,Pacer US Cash Cows Growth ETF,Pacer US Cash Cows Growth ETF,BUL,
9422,Jowell Global Ltd.,聚好商城,JWEL,
9423,Franklin FTSE France ETF,Franklin FTSE France ETF,FLFR,
9424,iPath US Treasury Steepener ETN,iPath 美国国债收益率陡峭化 ETN,STPP,股权
9425,"Kiromic Biopharma, Inc.","Kiromic Biopharma, Inc.",KRBP,
9426,Invesco S&P International Developed Momentum ETF,Invesco S&P International Developed Momentum ETF,IDMO,
9427,Franklin International Aggregate Bond ETF,Franklin International Aggregate Bond ETF,FLIA,
9428,"Blonder Tongue Laboratories, Inc.","Blonder Tongue Laboratories, Inc.",BDR,电子
9429,"JOANN, Inc.","JOANN, Inc.",JOAN,
9430,"Hillstream BioPharma, Inc.","Hillstream BioPharma, Inc.",HILS,
9431,"Evoke Pharma, Inc.","Evoke Pharma, Inc.",EVOK,生物技术和制药
9432,SMX (Security Matters) Plc,SMX (Security Matters) Plc,SMX,
9433,"Silo Pharma, Inc.","Silo Pharma, Inc.",SILO,
9434,"NexImmune, Inc.","NexImmune, Inc.",NEXI,
9435,Mobilicom Ltd.,Mobilicom Ltd.,MOB,
9436,Timothy Plan US Large Cap Core ETF,Timothy Plan US Large Cap Core ETF,TPLC,
9437,iShares Adaptive Currency Hedged MSCI Japan ETF,iShares Adaptive Currency Hedged MSCI Japan ETF,DEWJ,
9438,"Versus Systems, Inc.","Versus Systems, Inc.",VS,
9439,"Soligenix, Inc.","Soligenix, Inc.",SNGX,
9440,"Peraso, Inc.","Peraso, Inc.",PRSO,
9441,"Gaxos.AI, Inc.","Gaxos.AI, Inc.",GXAI,
9442,Barclays Inverse U.S. Treasury Composite ETN,Barclays Inverse U.S. Treasury Composite ETN,TAPR,
9443,WisdomTree Dynamic Bearish U.S. Equity Fund,WisdomTree Dynamic Bearish U.S. Equity Fund,DYB,
9444,ProShares UltraShort Utilities,ProShares UltraShort Utilities,SDP,股权
9445,"TerraVia Holdings, Inc.","TerraVia Holdings, Inc.",TVIA,
9446,FIDELITY STOCKS FOR INFLATION ETF,FIDELITY STOCKS FOR INFLATION ETF,FCPI,
9447,Direxion Daily Regional Banks Bear 3X Shares,Direxion每日三倍做空区域银行股ETF,WDRW,
9448,"Ensysce Biosciences, Inc.","Ensysce Biosciences, Inc.",ENSC,
9449,Day Hagan/Ned Davis Research Smart Sector ETF,Day Hagan/Ned Davis Research Smart Sector ETF,SSUS,
9450,"INVO BioScience, Inc.","INVO BioScience, Inc.",INVO,
9451,"Oblong, Inc.","Oblong, Inc.",OBLG,
9452,Fangdd Network Group Ltd.,房多多,DUO,
9453,Agrify Corp.,Agrify Corp.,AGFY,
9454,Tritium DCFC Ltd.,Tritium DCFC Ltd.,DCFC,
9455,USD Partners LP,USD Partners LP,USDP,
9456,"Sigma Additive Solutions, Inc.","Sigma Additive Solutions, Inc.",SASI,
9457,WisdomTree Balanced Income Fund,WisdomTree Balanced Income Fund,WBAL,
9458,iPath Series B Bloomberg Energy Subindex Total Return ETN,iPath Series B Bloomberg Energy Subindex Total Return ETN,JJE,股权
9459,FLJ Group Ltd.,FLJ Group Ltd.,FLJ,
9460,Lytus Technologies Holdings Ptv Ltd.,Lytus Technologies Holdings Ptv Ltd.,LYT,
9461,Proshares Ultrashort Semiconductors,Proshares Ultrashort Semiconductors,SSG,股权
9462,Direxion Daily Developed Markets Bear 3x Shares,Direxion Daily Developed Markets Bear 3x Shares,DPK,环球
9463,"Polished.com, Inc.",普立万,POL,化学制品
9464,"Ra Medical Systems, Inc.","Ra Medical Systems, Inc.",RMED,
9465,IQ Hedge Macro Tracker ETF,IQ Hedge Macro Tracker ETF,MCRO,环球
9466,"QualTek Services, Inc.","QualTek Services, Inc.",QTEK,
9467,"DatChat, Inc.","DatChat, Inc.",DATS,
9468,"CHS, Inc.","CHS, Inc.",CHSCP,
9469,"Nova Lifestyle, Inc.",诺华家具有限公司,NVFY,
9470,Locafy Ltd.,Locafy Ltd.,LCFY,
9471,FT Vest U.S. Equity Deep Buffer ETF - August,FT Vest U.S. Equity Deep Buffer ETF - August,DAUG,
9472,"Healthcare Triangle, Inc.","Healthcare Triangle, Inc.",HCTI,
9473,Imation Corp,怡敏信,IMN,计算机硬件
9474,iPath Series B Bloomberg Agriculture Subindex Total Return ETN,iPath Series B Bloomberg Agriculture Subindex Total Return ETN,JJA,环球
9475,"Society Pass, Inc.","Society Pass, Inc.",SOPA,
9476,Amplify Lithium & Battery Technology ETF,Amplify Lithium & Battery Technology ETF,BATT,
9477,Rogers AI Global Macro ETF,Rogers AI Global Macro ETF,BIKR,
9478,"Universal Security Instruments, Inc.","Universal Security Instruments, Inc.",UUU,
9479,United States 12 Month Natural Gas Fund LP,United States 12 Month Natural Gas Fund LP,UNL,股权
9480,Defiance Future Tech ETF,Defiance Future Tech ETF,VIDG,
9481,"Orexigen Therapeutics, Inc.","Orexigen Therapeutics, Inc.",OREX,制药
9482,Ambow Education Holding Ltd.,安博教育集团,AMBO,
9483,Jeffs' Brands Ltd.,Jeffs' Brands Ltd.,JFBR,
9484,CAMBRIA ETF TRUST CANNABIS ETF,CAMBRIA ETF TRUST CANNABIS ETF,TOKE,
9485,"Hempacco Co., Inc.","Hempacco Co., Inc.",HPCO,
9486,iShares MSCI USA Mid-Cap Multifactor ETF,iShares MSCI USA Mid-Cap Multifactor ETF,MIDF,
9487,Dataram Corporation,达泰莱,DRAM,计算机
9488,"AERWINS Technologies, Inc.","AERWINS Technologies, Inc.",AWIN,
9489,"Revelation Biosciences, Inc.","Revelation Biosciences, Inc.",REVB,
9490,AI Powered International Equity ETF,AI Powered International Equity ETF,AIIQ,
9491,"Idera Pharmaceuticals, Inc.",井寺制药,IDRA,生物技术和制药
9492,Barclays Women In Leadership ETN,Barclays Women In Leadership ETN,WIL,
9493,"Atreca, Inc.","Atreca, Inc.",BCEL,
9494,"Mustang Bio, Inc.","Mustang Bio, Inc.",MBIO,
9495,"DropCar, Inc.","DropCar, Inc.",DCAR,
9496,"Cemtrex, Inc.","Cemtrex, Inc.",CETXP,
9497,iShares Genomics Immunology & Healthcare ETF,iShares Genomics Immunology & Healthcare ETF,IDNA,
9498,"Heart Test Laboratories, Inc.","Heart Test Laboratories, Inc.",HSCS,
9499,"Nuwellis, Inc.","Nuwellis, Inc.",NUWE,
9500,Integrated Media Technology Ltd.,Integrated Media Technology Ltd.,IMTE,
9501,"Aethlon Medical, Inc.","Aethlon Medical, Inc.",AEMD,
9502,Global X TargetIncome 5 ETF,Global X TargetIncome 5 ETF,TFIV,
9503,Franklin FTSE Saudi Arabia ETF,Franklin FTSE Saudi Arabia ETF,FLSA,
9504,First Trust Indxx Global Agriculture ETF,First Trust Indxx环球农业 ETF,FTAG,
9505,iShares Currency Hedged JPX-Nikkei 400 ETF,iShares Currency Hedged JPX-Nikkei 400 ETF,HJPX,
9506,ETRACS CMCI Food Total Return ETN,ETRACS CMCI Food Total Return ETN,FUD,环球
9507,"NuZee, Inc.","NuZee, Inc.",NUZE,
9508,Xylo Technologies Ltd.,Xylo Technologies Ltd.,XYLO,
9509,"WPCS International, Inc.","WPCS International, Inc.",WPCS,电信
9510,Baosheng Media Group Holdings Ltd.,宝盛传媒集团控股有限公司,BAOS,
9511,Amedica Corp.,Amedica Corp.,AMDA,
9512,SPDR Kensho Final Frontiers ETF,SPDR Kensho Final Frontiers ETF,XKFF,
9513,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,制药行业指数3倍做多,PILL,
9514,Invesco CurrencyShares Chinese Renminbi Trust,Invesco CurrencyShares Chinese Renminbi Trust,FXCH,股权
9515,Private Real Estate Strategy via Liquid RE ITs ETF,Private Real Estate Strategy via Liquid RE ITs ETF,PRVT,
9516,Bleu 75 Political Contributions ETF,Bleu 75 Political Contributions ETF,DEMZ,
9517,ProShares UltraShort FTSE Europe,ProShares UltraShort FTSE Europe,EPV,资产配置
9518,"Sunworks, Inc.","Sunworks, Inc.",SUNW,
9519,SPDR S&P Technology Hardware ETF,SPDR S&P Technology Hardware ETF,XTH,
9520,Aberdeen Standard BBG Energy Commodity Strategy K-1 Free ETF,Aberdeen Standard BBG Energy Commodity Strategy K-1 Free ETF,AOIL,
9521,"BIO-key International, Inc.","BIO-key International, Inc.",BKYI,
9522,"Creatd, Inc.","Creatd, Inc.",CRTD,
9523,VanEck Vectors Generic Drugs ETF,VanEck Vectors Generic Drugs ETF,GNRX,
9524,"OpGen, Inc.","OpGen, Inc.",OPGN,
9525,Defiance Future Tech ETF,Defiance Future Tech ETF,AUGR,
9526,"Alzamend Neuro, Inc.","Alzamend Neuro, Inc.",ALZN,
9527,"Caladrius Biosciences, Inc.","Caladrius Biosciences, Inc.",CLBS,
9528,"Abeona Therapeutics, Inc.","Abeona Therapeutics, Inc.",ABEOW,
9529,Reebonz Holding Ltd.,Reebonz Holding Ltd.,RBZ,
9530,First Trust Hong Kong AlphaDEX Fund,First Trust Hong Kong AlphaDEX Fund,FHK,股权
9531,"60 Degrees Pharmaceuticals, Inc.","60 Degrees Pharmaceuticals, Inc.",SXTP,
9532,Invesco Emerging Markets Ultra Dividend Revenue ETF,Invesco Emerging Markets Ultra Dividend Revenue ETF,REDV,
9533,Reverse Cap Weighted US Large Cap ETF,Reverse Cap Weighted US Large Cap ETF,RVRS,
9534,Source Dividend Opportunity ETF,Source Dividend Opportunity ETF,DVOP,
9535,"SenesTech, Inc.","SenesTech, Inc.",SNES,
9536,Arrow DWA Tactical ETF,Arrow DWA Tactical ETF,DWAT,
9537,"PhaseRx, Inc.","PhaseRx, Inc.",PZRX,
9538,"Taoping, Inc.",淘屏,TAOP,
9539,Phio Pharmaceuticals Corp.,Phio Pharmaceuticals Corp.,PHIO,
9540,Akerna Corp.,Akerna Corp.,KERN,
9541,"Digital Brands Group, Inc.","Digital Brands Group, Inc.",DBGI,
9542,Invesco S&P 100 Equal Weight ETF,Invesco S&P 100 Equal Weight ETF,OEW,
9543,Global X MSCI China Large-Cap 50 ETF,Global X MSCI China Large-Cap 50 ETF,CHIL,
9544,NYSE Pickens Oil Response ETF,NYSE Pickens Oil Response ETF,BOON,
9545,"Aditxt, Inc.","Aditxt, Inc.",ADTX,
9546,"Leading Brands, Inc.","Leading Brands, Inc.",LBIX,饮料
9547,Arrow Dogs of the World ETF,Arrow Dogs of the World ETF,DOGS,
9548,Principal International Adaptive Multi-Factor ETF,Principal International Adaptive Multi-Factor ETF,PXUS,
9549,"Neuralstem, Inc.","Neuralstem, Inc.",CUR,生物技术和制药
9550,ProShares Ultra Telecommunications,ProShares Ultra Telecommunications,LTL,股权
9551,"iMedia Brands, Inc.","iMedia Brands, Inc.",IMBI,
9552,"Zovio, Inc.","Zovio, Inc.",ZVO,
9553,"Onconetix, Inc.","Onconetix, Inc.",ONCO,
9554,Innovator S&P 500 Ultra Buffer ETF - June,Innovator S&P 500 Ultra Buffer ETF - June,UJUN,
9555,Global X Nasdaq 100 Covered Call & Growth ETF,Global X Nasdaq 100 Covered Call & Growth ETF,QYLG,
9556,AGFiQ Dynamic Hedged U.S. Equity ETF,AGFiQ Dynamic Hedged U.S. Equity ETF,USHG,
9557,"Better Choice Co., Inc.","Better Choice Co., Inc.",BTTR,
9558,"Aptevo Therapeutics, Inc.","Aptevo Therapeutics, Inc.",APVO,
9559,PowerShares PureBeta MSCI USA Small Cap Portfolio,PowerShares PureBeta MSCI USA Small Cap Portfolio,PBSM,
9560,Goldman Sachs Future Consumer Equity ETF,Goldman Sachs Future Consumer Equity ETF,GBUY,
9561,"Auddia, Inc.","Auddia, Inc.",AUUD,
9562,AAM Low Duration Preferred & Income Securities ETF,AAM Low Duration Preferred & Income Securities ETF,PFLD,
9563,Memorial Production Partners LP,Memorial Production Partners LP,MEMP,
9564,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN,MRRL,
9565,"Express, Inc.","Express, Inc.",EXPR,零售
9566,BTC Digital Ltd.,美联国际教育集团,METX,
9567,First Trust Active Factor Large Cap ETF,First Trust Active Factor Large Cap ETF,AFLG,
9568,"FOXO Technologies, Inc.","FOXO Technologies, Inc.",FOXO,
9569,ETRACS Alerian Natural Gas MLP Index,ETRACS Alerian Natural Gas MLP Index,MLPG,股权
9570,Uni-Pixel,Uni-Pixel,UNXL,
9571,Corporate Backed Trust Certificates,Corporate Backed Trust Certificates,KTP,
9572,"Tortoise Midstream Energy Fund, Inc.","Tortoise Midstream Energy Fund, Inc.",NTG,股权
9573,"GeoVax Labs, Inc.","GeoVax Labs, Inc.",GOVX,
9574,Arrow QVM Equity Factor ETF,Arrow QVM Equity Factor ETF,QVM,
9575,AdvisorShares Dorsey Wright Micro-Cap ETF,AdvisorShares Dorsey Wright Micro-Cap ETF,DWMC,
9576,DB Agriculture Double Long ETN,DB Agriculture Double Long ETN,DAG,环球
9577,"The Nft Gaming Co., Inc.","The Nft Gaming Co., Inc.",NFTG,
9578,"Pernix Therapeutics Holdings, Inc.","Pernix Therapeutics Holdings, Inc.",PTX,制药
9579,iShares Edge MSCI Min Vol Global Currency Hedged ETF,iShares Edge MSCI Min Vol Global Currency Hedged ETF,HACV,
9580,"Zhongchao, Inc.","Zhongchao, Inc.",ZCMD,
9581,ProShares Managed Futures Strategy ETF,ProShares Managed Futures Strategy ETF,FUT,
9582,"Helius Medical Technologies, Inc.","Helius Medical Technologies, Inc.",HSDT,
9583,WisdomTree Global ex-Mexico Equity Fund,WisdomTree Global ex-Mexico Equity Fund,XMX,
9584,"Cemtrex, Inc.","Cemtrex, Inc.",CETX,
9585,"SINTX Technologies, Inc.","SINTX Technologies, Inc.",SINT,
9586,ETRACS Monthly Pay 2xLeveraged US Small Cap High Dividend ETN,ETRACS Monthly Pay 2xLeveraged US Small Cap High Dividend ETN,SMHD,
9587,InsightShares LGBT Employment Equality ETF,InsightShares LGBT Employment Equality ETF,PRID,
9588,"EBET, Inc.","EBET, Inc.",EBET,
9589,"Petros Pharmaceuticals, Inc.","Petros Pharmaceuticals, Inc.",PTPI,
9590,"MedAvail Holdings, Inc.","MedAvail Holdings, Inc.",MDVL,
9591,Global Beta Smart Income ETF,Global Beta Smart Income ETF,GBDV,
9592,"Yumanity Therapeutics, Inc.","Yumanity Therapeutics, Inc.",PTI,
9593,"Shift Technologies, Inc.","Shift Technologies, Inc.",SFT,
9594,"Ability, Inc.","Ability, Inc.",ABIL,
9595,CURO Group Holdings Corp.,CURO Group Holdings Corp.,CURO,
9596,"NovaBay Pharmaceuticals, Inc.","NovaBay Pharmaceuticals, Inc.",NBY,生物技术
9597,Athena Consumer Acquisition Corp.,Athena Consumer Acquisition Corp.,EGOX,
9598,Unilife Corporation,Unilife Corporation,UNIS,医疗保健产品
9599,First NBC Bank Holding Company ,First NBC Bank Holding Company ,FNBC,
9600,SciSparc Ltd.,SciSparc Ltd.,SPRC,
9601,Elkhorn FTSE RAFI U.S. Equity Income ETF,Elkhorn FTSE RAFI U.S. Equity Income ETF,ELKU,
9602,"Olo, Inc.","Olo, Inc.",OLO,股权
9603,Secoo Holding Ltd.,寺库集团,SECO,
9604,"Exicure, Inc.","Exicure, Inc.",XCUR,
9605,Tuesday Morning Corp.,Tuesday Morning Corp.,TUEM,
9606,KraneShares MSCI Emerging Markets EX China Index ETF,KraneShares MSCI Emerging Markets EX China Index ETF,KEMX,
9607,"Meiwu Technology Co., Ltd.",物农网,WNW,
9608,First Trust Active Factor Mid Cap ETF,First Trust Active Factor Mid Cap ETF,AFMC,
9609,WisdomTree Dynamic Currency Hedged Japan Equity Fund,WisdomTree Dynamic Currency Hedged Japan Equity Fund,DDJP,
9610,PowerShares Growth Multi-Asset Allocation Portfolio,PowerShares Growth Multi-Asset Allocation Portfolio,PSMG,
9611,"Sharplink Gaming, Inc.","Sharplink Gaming, Inc.",SBET,
9612,Westmoreland Coal Co.,Westmoreland Coal Co.,WLB,
9613,iPath Series B Carbon Exchange-Traded Notes,iPath Series B Carbon Exchange-Traded Notes,GRN,股权
9614,"Sonoma Pharmaceuticals, Inc.",Sonoma药业,SNOA,
9615,Reality Shares DIVCON Dividend Guard ETF,Reality Shares DIVCON Dividend Guard ETF,GARD,
9616,U.S. Equity Cumulative Dividends Fund - Series 2027,U.S. Equity Cumulative Dividends Fund - Series 2027,IDIV,
9617,InfoSonics Corp.,InfoSonics Corp.,IFON,销售/批发
9618,"The Bon-Ton Stores, Inc.",邦顿百货,BONT,零售
9619,Anfield U.S. Equity Sector Rotation ETF,Anfield U.S. Equity Sector Rotation ETF,AESR,
9620,WisdomTree Emerging Markets Multifactor Fund,WisdomTree Emerging Markets Multifactor Fund,EMMF,
9621,Xtrackers Bloomberg US Investment Grade Corporate ESG ETF,Xtrackers Bloomberg US Investment Grade Corporate ESG ETF,ESCR,
9622,Zosano Pharma Corp.,Zosano Pharma Corp.,ZSAN,
9623,First Trust Active Factor Small Cap ETF,First Trust Active Factor Small Cap ETF,AFSM,
9624,Quoin Pharmaceuticals Ltd.,Quoin Pharmaceuticals Ltd.,QNRX,
9625,Invesco Balanced Multi-Asset Allocation ETF,Invesco Balanced Multi-Asset Allocation ETF,PSMB,
9626,Altamira Therapeutics Ltd.,Altamira Therapeutics Ltd.,CYTO,
9627,"CDTi Advanced Materials, Inc.","CDTi Advanced Materials, Inc.",CDTI,环境控制
9628,iShares Adaptive Currency Hedged MSCI Eurozone ETF,iShares Adaptive Currency Hedged MSCI Eurozone ETF,DEZU,
9629,AAM S&P Emerging Markets High Dividend Value ETF,AAM S&P Emerging Markets High Dividend Value ETF,EEMD,
9630,"Aridis Pharmaceuticals, Inc.","Aridis Pharmaceuticals, Inc.",ARDS,
9631,WisdomTree Yield Enhanced Global Aggregate Bond Fund,WisdomTree Yield Enhanced Global Aggregate Bond Fund,GLBY,
9632,"Eloxx Pharmaceuticals, Inc.","Eloxx Pharmaceuticals, Inc.",ELOX,
9633,"Novan, Inc.","Novan, Inc.",NOVN,
9634,WisdomTree International Multifactor Fund,WisdomTree International Multifactor Fund,DWMF,
9635,"Tharimmune, Inc.","Tharimmune, Inc.",THAR,
9636,Barclays ETN+FI Enhanced Europe 50 ETN,Barclays ETN+FI Enhanced Europe 50 ETN,FFEU,
9637,Reality Shares Fundstrat DQM Long ETF,Reality Shares Fundstrat DQM Long ETF,DQML,
9638,"ContraVir Pharmaceuticals, Inc.","ContraVir Pharmaceuticals, Inc.",CTRV,
9639,Global X Blockchain ETF,Global X Blockchain ETF,BKCH,
9640,Halc贸n Resources Corp.,Halc贸n Resources Corp.,HK,油气
9641,"Freight Technologies, Inc.","Freight Technologies, Inc.",FRGT,
9642,Global X Cybersecurity ETF,Global X Cybersecurity ETF,BUG,
9643,Invesco PureBeta FTSE Developed ex-North America ETF,Invesco PureBeta FTSE Developed ex-North America ETF,PBDM,
9644,Blue Star Foods Corp.,Blue Star Foods Corp.,BSFC,
9645,mCloud Technologies Corp.,mCloud Technologies Corp.,MCLD,
9646,"Eiger BioPharmaceuticals, Inc.","Eiger BioPharmaceuticals, Inc.",EIGR,
9647,"IMAC Holdings, Inc.","IMAC Holdings, Inc.",BACK,
9648,Rosetta Genomics Ltd.,Rosetta Genomics Ltd.,ROSG,
9649,GraniteShares Gold Trust,GraniteShares Gold Trust,BAR,
9650,Managed Portfolio Series Reinhart Intermediate Bond NextShares,Managed Portfolio Series Reinhart Intermediate Bond NextShares,RPIBC,
9651,KFA Small Cap Quality Dividend Index ETF,KFA Small Cap Quality Dividend Index ETF,KSCD,
9652,Boqii Holding Ltd.,波奇宠物,BQ,
9653,AGFiQ Global Infrastructure ETF,AGFiQ Global Infrastructure ETF,GLIF,
9654,iShares Currency Hedged MSCI Europe Minimum Volatility ETF,iShares Currency Hedged MSCI Europe Minimum Volatility ETF,HEUV,
9655,Global X Scientific Beta Japan ETF,Global X Scientific Beta Japan ETF,SCIJ,
9656,Legg Mason Emerging Markets Low Volatility High Dividend ETF,Legg Mason Emerging Markets Low Volatility High Dividend ETF,LVHE,
9657,KFA Large Cap Quality Dividend Index ETF,KFA Large Cap Quality Dividend Index ETF,KLCD,
9658,AlphaClone International ETF,AlphaClone International ETF,ALFI,
